INT_NO,RUE_1,RUE_2,NO_ARRONDISSEMENT,ARRONDISSEMENT,PERMANENT_OU_TEMPORAIRE,LOC_X,LOC_Y,Longitude,Latitude
191,"Van Horne","Vimy",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295342.335,5041521.858,-73.621048,45.513552
192,"Van Horne","Westbury",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293819.265,5039054.539,-73.640486,45.491328
193,"Van Horne","Wilderton",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295105.591,5041110.648,-73.62407,45.509849
194,"Vézina","Victoria",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293599.567,5039675.892,-73.643311,45.496916
195,"Crémazie","Michel-Jurdant",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",295743.954,5046404.929,-73.615998,45.557497
196,"Allard","La Vérendrye",8,"Sud-Ouest","Permanent",298043.227,5034598.652,-73.586384,45.451286
197,"Angers","Église",8,"Sud-Ouest","Permanent",298182.399,5035961.08,-73.584623,45.463547
198,"Angers","Jolicoeur",8,"Sud-Ouest","Permanent",298140.743,5035250.211,-73.585146,45.45715
199,"Desmarchais","Laurendeau",8,"Sud-Ouest","Permanent",297872.548,5035066.789,-73.588573,45.455496
200,"Dante","Saint-Laurent",3,"Rosemont - Petite-Patrie","Permanent",295900.907,5043647.576,-73.613938,45.532688
202,"Drake","Jolicoeur",8,"Sud-Ouest","Permanent",298368.672,5035239.055,-73.582232,45.457051
203,"Eadie","Église",8,"Sud-Ouest","Permanent",297765.378,5035987.149,-73.589956,45.463777
204,"Église","Hadley",8,"Sud-Ouest","Permanent",297579.27,5035998.697,-73.592336,45.463879
205,"Église","Laurendeau",8,"Sud-Ouest","Permanent",297929.49,5035977.01,-73.587858,45.463688
206,"Église","La Vérendrye",8,"Sud-Ouest","Temporaire",298465.418,5035945.382,-73.581004,45.463408
207,"Église","Saint-Patrick",8,"Sud-Ouest","Permanent",297350.682,5036085.006,-73.595261,45.464653
209,"Jacques-Hertel","Laurendeau",8,"Sud-Ouest","Permanent",297898.585,5035494.06,-73.588246,45.459341
210,"Jolicoeur","Laurendeau",8,"Sud-Ouest","Permanent",297883.2435,5035262.08,-73.588439,45.457254
211,"Jolicoeur","La Vérendrye",8,"Sud-Ouest","Permanent",298458.6345,5035234.2025,-73.581082,45.457008
212,"Laurendeau","Le Caron",8,"Sud-Ouest","Permanent",297916.692,5035782.262,-73.588019,45.461935
213,"La Vérendrye","Parc Angrignon",8,"Sud-Ouest","Permanent",297277.633,5033504.3065,-73.596156,45.44143
214,"La Vérendrye","Pont Stephens",8,"Sud-Ouest","Permanent",297681.9396,5034123.574,-73.590996,45.447007
216,"La Vérendrye","Woodland",8,"Sud-Ouest","Permanent",298263.269,5034818.149,-73.583574,45.453263
217,"Monk","Saint-Patrick",8,"Sud-Ouest","Temporaire",297163.092,5035882.515,-73.597657,45.462829
218,"Atwater","Delisle",8,"Sud-Ouest","Permanent",298646.761,5038060.434,-73.578712,45.482442
219,"Atwater","Notre-Dame",8,"Sud-Ouest","Permanent",298703.817,5037925.7645,-73.57798,45.481231
220,"Atwater","Saint-Antoine",8,"Sud-Ouest","Permanent",298493.4176,5038407.82,-73.580678,45.485566
221,"Atwater","Saint-Jacques",8,"Sud-Ouest","Permanent",298581.423,5038212.5495,-73.579549,45.48381
222,"Atwater","Duvernay",8,"Sud-Ouest","Permanent",298757.62,5037858,-73.577291,45.480621
223,"Fullum (Chute à neige)","Notre-Dame",6,"Ville-Marie","Permanent",301250.66,5042928.5,-73.545438,45.526265
224,"Côte-Saint-Paul","Notre-Dame",8,"Sud-Ouest","Permanent",297502.781,5036604.173,-73.593324,45.469327
225,"Courcelle","Notre-Dame",8,"Sud-Ouest","Permanent",297859.789,5036983.133,-73.588763,45.47274
226,"Courcelle","Saint-Antoine / Saint-Jacques",8,"Sud-Ouest","Temporaire",297453.604,5037253.998,-73.593962,45.475174
227,"Couvent","Saint-Antoine",8,"Sud-Ouest","Permanent",297943.117,5037745.68,-73.587708,45.479603
228,"Couvent","Saint-Jacques",8,"Sud-Ouest","Permanent",298151.578,5037603.539,-73.58504,45.478326
229,"Louis-Hippolyte-La-Fontaine","Maurice-Duplessis côté Est",9,"Rivières-des-Prairies - Pointe-aux-Trembles","Permanent",296701.78,5053664.5,-73.60385,45.622833
230,"Notre-Dame","Sir-Georges-Étienne-Cartier",8,"Sud-Ouest","Permanent",297947.7995,5037121.28,-73.587639,45.473984
231,"Georges-Vanier","Saint-Antoine",8,"Sud-Ouest","Permanent",298792.152,5038772.284,-73.57686,45.488849
232,"Georges-Vanier","Saint-Jacques",8,"Sud-Ouest","Permanent",298997.82,5038568.679,-73.574227,45.487018
233,"Greene","Saint-Jacques",8,"Sud-Ouest","Permanent",298435.194,5038087.882,-73.581418,45.482687
234,"Greene","Saint-Antoine",8,"Sud-Ouest","Permanent",298296.4345,5038213.299,-73.583195,45.483814
235,"Guy","Notre-Dame",8,"Sud-Ouest","Permanent",299548.102,5038910.494,-73.567191,45.490098
236,"Guy","Ottawa/William",8,"Sud-Ouest","Temporaire",299706.646,5038803.659,-73.565161,45.489138
237,"Guy","Saint-Antoine",8,"Sud-Ouest","Permanent",299150.246,5039181.481,-73.572284,45.492534
239,"Lenoir","Saint-Jacques",8,"Sud-Ouest","Permanent",297713.067,5037317.572,-73.590645,45.475748
240,"Montagne","Notre-Dame",6,"Ville-Marie","Permanent",299737.4415,5039225.486,-73.564772,45.492934
241,"Montagne","Ottawa",8,"Sud-Ouest","Permanent",300039.188,5039127.241,-73.56091,45.492052
242,"Montagne","William",8,"Sud-Ouest","Permanent",299873.196,5039151.359,-73.563034,45.492268
243,"Notre-Dame","Rose-de-Lima",8,"Sud-Ouest","Temporaire",298509.139,5037774.826,-73.580468,45.479871
244,"Notre-Dame","Saint-Henri (pl)",8,"Sud-Ouest","Permanent",298169.48,5037499.039,-73.584809,45.477386
245,"Notre-Dame","Sainte-Marguerite",8,"Sud-Ouest","Temporaire",298044.466,5037273.958,-73.586405,45.475359
246,"Notre-Dame","Saint-Rémi",8,"Sud-Ouest","Permanent",297698.646,5036739.133,-73.590821,45.470543
247,"Notre-Dame","Seigneurs",8,"Sud-Ouest","Permanent",299410.567,5038643.049,-73.568947,45.487691
248,"Notre-Dame","Vinet",8,"Sud-Ouest","Permanent",298980.894,5038166.344,-73.574439,45.483398
1,"Charlevoix","Notre-Dame",8,"Sud-Ouest","Permanent",298885.279,5038083.287,-73.575661,45.48265
2,"Docteur-Penfield","Peel",6,"Ville-Marie","Permanent",298588.536,5040384.56,-73.579486,45.503355
3,"Borden","Somerled",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294064.896,5036578.941,-73.63729,45.469055
4,"Cavendish","Côte-Saint-Luc",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293240.694,5036867.49,-73.647837,45.471639
5,"Cavendish","Fielding",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293705.379,5036607.521,-73.641888,45.469307
6,"Cavendish","Monkland",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294459.187,5036147.221,-73.632238,45.465176
7,"Cavendish","Somerled",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293990.381,5036449.021,-73.63824,45.467885
8,"Cavendish","Terrebonne",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294224.521,5036321.422,-73.635243,45.46674
9,"Coronation","Côte-Saint-Luc",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292805.381,5036240.298,-73.653389,45.465988
10,"Côte-Saint-Luc","Ellerdale / Fielding",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294122.338,5037438.124,-73.636574,45.476788
11,"Côte-Saint-Luc","Grand Boulevard",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293692.924,5037250.034,-73.642062,45.475088
13,"Côte-Saint-Luc","Marcil/Somerled",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294733.697,5037619.249,-73.628758,45.478426
14,"Côte-Saint-Luc","Ashdale/Robert-Burns",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292453.25,5035763.705,-73.65788,45.461693
15,"Côte-Saint-Luc","Rosedale",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292960.7476,5036471.1398,-73.651408,45.468067
16,"Côte-Saint-Luc","Saint-Ignatius",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292738.26,5036110.25,-73.654244,45.464816
17,"Côte-Saint-Luc","Stratford/Wilson",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294425.62,5037540.5,-73.632697,45.477713
19,"Côte-Saint-Luc","West Hill",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293491.238,5037102.251,-73.644638,45.473755
20,"Draper","Terrebonne",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294736.067,5037133.623,-73.628718,45.474057
21,"Fielding","Grand Boulevard",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293923.164,5037104.068,-73.639114,45.473778
22,"Grand Boulevard","Monkland",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294741.098,5036593.102,-73.628642,45.469193
23,"Grand Boulevard","Somerled",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294278.244,5036881.767,-73.634568,45.471784
24,"Grand Boulevard","Terrebonne",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294498.354,5036742.795,-73.63175,45.470536
25,"Monkland","Royal",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294931.98,5036890.776,-73.626207,45.471874
26,"Monkland","Wilson",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295079.145,5037116.181,-73.624329,45.473905
27,"Somerled","Walkley",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293880.153,5036250.049,-73.639645,45.466093
28,"Somerled","West Broadway",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293420.098,5035415.511,-73.645509,45.458576
29,"Addington","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296109.894,5037011.433,-73.611144,45.472976
30,"Beaconsfield","Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295751.571,5036046.102,-73.615709,45.464284
31,"Benny","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294890.317,5036115.823,-73.626724,45.4649
32,"Botrel","Côte-Saint-Antoine",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295867.848,5037259.612,-73.614244,45.475206
33,"Botrel","Notre-Dame-de-Grâce",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295708.018,5037364.347,-73.616291,45.476146
34,"Botrel","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296166.44,5037053,-73.610422,45.47335
35,"Cavendish","Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295086.29,5035736.47,-73.624211,45.461489
36,"Cavendish","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294714.506,5035985.473,-73.62897,45.463725
37,"Coronation","Monkland/Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294091.528,5035536.083,-73.636926,45.459672
38,"Côte-Saint-Antoine","Décarie",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295944.682,5037381.983,-73.613264,45.476308
39,"Côte-Saint-Antoine","Girouard",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",295784.479,5037126.029,-73.615308,45.474003
40,"Côte-Saint-Antoine","Hampton/Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295376.56,5036481,-73.620513,45.468193
41,"Côte-Saint-Antoine","Marcil",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295698.79,5036992.966,-73.616402,45.472804
42,"Décarie","Maisonneuve / Upper Lachine",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296534.951,5037001.422,-73.605708,45.472891
43,"Décarie","Monkland inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",295451.72,5037697.5,-73.619575,45.479141
44,"Décarie","Monkland inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295398.72,5037615.5,-73.620252,45.478402
45,"Décarie","Notre-Dame-de-Grâce",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",295784.245,5037485.703,-73.615318,45.477239
46,"Décarie","Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",296874.7,5036795.12,-73.601359,45.471038
47,"Décarie","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296291.119,5037159.598,-73.608829,45.474311
48,"Elmhurst","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293738.384,5035019.932,-73.64143,45.455022
49,"Elmhurst","Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294066.935,5034838.004,-73.637226,45.45339
50,"Girouard","Monkland",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295287.251,5037445.335,-73.621674,45.476869
51,"Girouard","Notre-Dame-de-Grâce",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295621.009,5037231.263,-73.617401,45.474947
52,"Girouard","Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296636.986,5036580.529,-73.604396,45.469104
53,"Girouard","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296044.392,5036962.386,-73.611981,45.472533
54,"Girouard","Upper Lachine",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",296393.435,5036734.329,-73.607513,45.470485
55,"Grand Boulevard","Notre-Dame-de-Grâce",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295068.335,5036362.484,-73.624453,45.467122
56,"Grand Boulevard","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295150.977,5036309.927,-73.623395,45.46665
57,"Madison","Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295524.941,5035913.496,-73.618605,45.463088
58,"Maisonneuve","Marlowe",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296627.617,5037110.454,-73.604524,45.473873
59,"Maisonneuve","Vendôme",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296677.485,5037171.844,-73.603888,45.474426
60,"Marcil","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295905.495,5036861.135,-73.613756,45.471621
61,"Melrose","Upper Lachine",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296067.523,5036393.015,-73.611675,45.46741
62,"Sainte-Anne-de-Bellevue","Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294503.21,5035087.14,-73.631653,45.455638
63,"Angrignon","Notre-Dame",8,"Sud-Ouest","Temporaire",294966.416,5034744.512,-73.625724,45.452562
64,"Notre-Dame-de-Grâce","Royal",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295265.083,5036672.025,-73.621943,45.46991
66,"Oxford","Upper Lachine",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296231.738,5036562.271,-73.609578,45.468935
67,"Rosedale","Sherbrooke",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294327.504,5035695.921,-73.633912,45.461113
68,"Saint-Jacques","6900 Saint-Jacques",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294705.1,5035278.5,-73.629076,45.457363
69,"Saint-Jacques","West Broadway",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294302.672,5034936.449,-73.634214,45.454279
70,"Sherbrooke","Vendôme",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296432.578,5037331.532,-73.607023,45.47586
71,"Sherbrooke","7141 Ouest (Univ. Concordia)",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293928.62,5035315.5,-73.639005,45.457684
72,"Sherbrooke","West Broadway",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293833.592,5035187.863,-73.640217,45.456534
73,"Sherbrooke","West Hill",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294955.151,5036166.931,-73.625896,45.465361
74,"Sherbrooke","Wilson",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295705.932,5036715.542,-73.616305,45.470308
76,"Décarie","Jockeys inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292773.398,5039407.644,-73.653876,45.494488
77,"Bourret","Décarie inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293933.6,5038715.5,-73.639016,45.488279
78,"Bourret","Décarie inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293912.66,5038678.5,-73.639283,45.487946
79,"54 e Avenue","Henri-Bourassa",9,"Rivières-des-Prairies - Pointe-aux-Trembles","Permanent",300318.4515,5055713.5935,-73.557489,45.641304
80,"Cedar Crescent","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295234.005,5039045.636,-73.622386,45.491269
81,"Clanranald","Isabella",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294274.519,5038077.187,-73.634641,45.48254
82,"Clanranald","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294525.025,5037913.015,-73.631433,45.481067
83,"Clanranald","Van Horne",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293504.758,5038570.217,-73.644499,45.486965
84,"Clanranald","Vézina",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293053.765,5038859.535,-73.650275,45.489561
85,"Coolbrook","Isabella",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",294388.626,5038253.134,-73.633185,45.484125
86,"Coolbrook","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294640.668,5038091.2295,-73.629958,45.482672
87,"Côte-Sainte-Catherine","Décarie inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294070.38,5038634,-73.637265,45.487548
88,"Côte-Sainte-Catherine","Décarie inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294044.1,5038593.5,-73.6376,45.487183
89,"Côte-Saint-Luc","5100",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295374.22,5038073,-73.620574,45.482518
90,"Côte-Saint-Luc","Décarie inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",295218,5037894.42,-73.622569,45.480909
91,"Côte-Saint-Luc","Décarie inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Temporaire",295194.15,5037858.91,-73.622873,45.48059
92,"Côte-Saint-Luc","Earnscliffe",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295055.44,5037694.44,-73.624644,45.479108
93,"Côte-Saint-Luc","Girouard",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294938.262,5037673.027,-73.626142,45.478913
94,"Décarie","Edouard-Montpetit inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294307.53,5038484.5,-73.634227,45.486206
95,"Décarie","Edouard-Montpetit inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294278.53,5038437,-73.634597,45.485778
96,"Décarie","Ferrier inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292477.7,5039755.5,-73.657668,45.497613
97,"Décarie","Ferrier inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292436.66,5039710,-73.658192,45.497203
98,"Décarie","Isabella inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294463.5,5038380,-73.63223,45.485268
99,"Décarie","Isabella inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294443.03,5038343.5,-73.632491,45.484939
100,"Décarie","Jean-Talon inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292855.06,5039425,-73.652831,45.494646
101,"Décarie","Jean-Talon inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292810.8,5039374,-73.653396,45.494186
102,"Décarie","Snowdon inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294905.25,5038097,-73.626573,45.482728
103,"Décarie","Snowdon inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294873.7,5038067,-73.626976,45.482458
104,"Décarie","Paré inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292655.16,5039591,-73.655393,45.496136
105,"Décarie","Paré inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292618.56,5039547.5,-73.65586,45.495744
106,"Décarie","Plamondon inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293447.06,5039028,-73.645248,45.491083
107,"Décarie","Plamondon inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293428.03,5038990.5,-73.64549,45.490746
108,"Décarie","Queen-Mary inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294716.44,5038217,-73.628991,45.483805
109,"Décarie","Queen-Mary inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294697.34,5038182.5,-73.629235,45.483494
110,"Décarie","Royalmount / Savane inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292290.72,5039923,-73.660065,45.499117
111,"Décarie","Royalmount / Savane inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292241.34,5039887,-73.660695,45.498792
112,"Décarie","Van Horne inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293689.62,5038873,-73.642141,45.489692
113,"Décarie","Van Horne inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293672.25,5038834,-73.642362,45.489341
114,"Décarie","Vézina inter. Est",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293261.22,5039146.5,-73.647628,45.492147
115,"Décarie","Vézina inter. Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293221.94,5039112,-73.64813,45.491835
116,"Earnscliffe","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294589.862,5038013.145,-73.630606,45.481969
117,"Ferrier","Mountain Sights",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292593.816,5039885.143,-73.656185,45.498782
118,"Girouard","Terrebonne",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295037.585,5037608.979,-73.624871,45.478338
119,"Grosvenor","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295090.876,5038820.61,-73.624213,45.489242
120,"Jean-Talon","Mountain Sights",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292966.089,5039549.522,-73.651414,45.495768
121,"Lemieux / Ponsard","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294929.248,5038569.692,-73.626276,45.486982
122,"MacDonald","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294476.467,5037837.1705,-73.632053,45.480384
124,"Montain-Sight","Paré",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292774.528,5039725.342,-73.653869,45.497347
125,"Mountain Sights","Savane",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",292488.50625,5039967.696,-73.657535,45.499523
126,"Queen-Mary","Roslyn",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295131.514,5038884.496,-73.623694,45.489817
127,"Queen-Mary","Victoria",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295045.809,5038752.245,-73.624788,45.488626
128,"Queen-Mary","Westbury",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294808.613,5038376.774,-73.627815,45.485244
129,"57 e Avenue","Henri-Bourassa",9,"Rivières-des-Prairies - Pointe-aux-Trembles","Permanent",300471.336,5055856.0255,-73.555529,45.642586
130,"Barclay","Côte-des-Neiges",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294192.554,5040290.188,-73.635737,45.502453
131,"Barclay","Darlington",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294669.746,5041030.279,-73.629646,45.509119
132,"Hutchison","Ogilvy",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",295068.114,5043372.57,-73.624595,45.530202
133,"Barclay","Hudson",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294498.96,5040798.669,-73.631827,45.507033
134,"Barclay","Westbury",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293543.201,5039231.301,-73.644022,45.492914
135,"Barclay","Victoria",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293743.875,5039581.446,-73.641463,45.496068
136,"Barclay","Wilderton",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294890.266,5041378.7,-73.626831,45.512258
137,"Bedford","Côte-des-Neiges",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294036.857,5040390.55,-73.637732,45.503353
138,"Gosford","Notre-Dame / Saint-Claude",6,"Ville-Marie","Permanent",300632,5041020,-73.553342,45.509088
139,"Bourret","Victoria",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294265.095,5039251.585,-73.634787,45.493108
140,"Queen","Wellington",6,"Ville-Marie","Permanent",300469.234,5039749.121,-73.555414,45.497651
141,"Côte-des-Neiges","Decelles",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295763.728,5039503.81,-73.615617,45.495399
142,"Côte-des-Neiges","Edouard-Montpetit",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295084.662,5039709.046,-73.62431,45.497236
143,"Côte-des-Neiges","Forest Hill",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",296414.5175,5039519.625,-73.607291,45.495549
144,"Côte-des-Neiges","Jean-Brillant",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295285.262,5039581.046,-73.621741,45.496087
145,"Côte-des-Neiges","Lacombe",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295157.362,5039662.546,-73.623379,45.496819
146,"Côte-des-Neiges","La Peltrie",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294637.844,5040004.896,-73.630033,45.499892
147,"Côte-des-Neiges","Linton",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294564.8675,5040052.122,-73.630968,45.500316
148,"Appleton","Côte-des-Neiges/Plamondon",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",294256.25,5040250,-73.634921,45.502092
149,"Côte-des-Neiges","Queen-Mary",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295496.61,5039462.107,-73.619034,45.49502
